ID,JOB,CARPETA,PROCESO,TIPO,,SECUENCIA,HORA,Satatus de Bandera,State,Status de ejcucion,storeday Compac
2050102,BI_Ext_T003T,ecc_inventories,MONITOREO,,,,2:00,SUCCESS,COMPACTION,SUCCESS,12/09/2022 01:56
2050106,BI_Ext_T025T,ecc_inventories,MONITOREO,,,,2:00,SUCCESS,COMPACTION,SUCCESS,12/09/2022 01:56
2050103,BI_Ext_T149T,ecc_inventories,MONITOREO,,,,2:00,SUCCESS,COMPACTION,SUCCESS,12/09/2022 01:57
2050105,BI_Ext_T157E,ecc_inventories,MONITOREO,,,,2:00,SUCCESS,COMPACTION,SUCCESS,12/09/2022 01:59
2050101,BI_Ext_T158W,ecc_inventories,MONITOREO,,,,2:00,SUCCESS,COMPACTION,SUCCESS,12/09/2022 01:59
2030101,BI_Ext_T163C,ecc_vendor,MONITOREO,,,,2:05,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:04
2030102,BI_Ext_T156HT,ecc_vendor,MONITOREO,,,,2:05,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:05
2030103,BI_Ext_TPART,ecc_vendor,MONITOREO,,,,2:05,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:06
2020108,BI_Ext_T16FT,ecc_vendor,MONITOREO,,,,2:05,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:06
2020106,BI_Ext_T161T,ecc_vendor,MONITOREO,,,,2:05,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:05
2040201,BI_Ext_RBKP,ecc_vendor,MONITOREO,,,,2:15,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:23
2040203,BI_Ext_RSEG,ecc_vendor,MONITOREO,,,,2:15,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:27
2040202,BI_Ext_TSTCT,ecc_vendor,MONITOREO,,,,2:15,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:27
2020104,BI_Ext_TVLKT,ecc_vendor,MONITOREO,,,,2:10,SUCCESS,COMPACTION,SUCCESS,12/09/2022 03:20
2030601,BI_Ext_EKPA,ecc_vendor,MONITOREO,,,,2:10,SUCCESS,COMPACTION,SUCCESS,12/09/2022 03:19
2020109,BI_Ext_T163X,ecc_vendor,MONITOREO,,,,2:10,SUCCESS,COMPACTION,SUCCESS,12/09/2022 03:20
2020103,BI_Ext_T163I,ecc_vendor,MONITOREO,,,,2:10,SUCCESS,COMPACTION,SUCCESS,12/09/2022 03:18
95,BI_Ext_T156T,ecc_inventories,MONITOREO,,,,2:00,,COMPACTION,SUCCESS,12/09/2022 01:58
86,BI_Ext_T163B,ecc_vendor,MONITOREO,,Se aborta,,2:00,#N/D,COMPACTION,SUCCESS,12/09/2022 02:03
87,BI_Ext_TPAR,ecc_vendor,MONITOREO,,,,2:00,,COMPACTION,SUCCESS,12/09/2022 02:04
85,BI_Ext_T156,ecc_vendor,MONITOREO,,,,1:45,,COMPACTION,SUCCESS,12/09/2022 01:53
1040201,vbrk,ecc_sales,VENTAS,INCREMENTAL,,Sec_03,2:45,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:58
1040301,vbrp,ecc_sales,VENTAS,INCREMENTAL,,Sec_03,2:45,SUCCESS,COMPACTION,SUCCESS,12/09/2022 03:05
1030502,makt,ecc_inventories,VENTAS/CI,FULL_LOAD,,Sec_03,1:55,,COMPACTION,SUCCESS,12/09/2022 02:03
2051301,zacstt_invconsig,ecc_inventories,INVENTARIO,INCREMENTAL,1 hora,Sec_04,1:15,SUCCESS,COMPACTION,SUCCESS,12/09/2022 02:02
